zip,city,street,state,visited
28667,RHODHISS,206 Church St,NC,False
27869,RICH SQUARE,113 W JACKSON ST,NC,True
28137,RICHFIELD,212 NC-49 N,NC,False
28574,RICHLANDS,8201 Richlands Hwy,NC,True
28770,RIDGECREST,2 Tucker Rd,NC,False
27570,RIDGEWAY,686 US-1 S,NC,True
28456,RIEGELWOOD,208 Riegelwood Shopping Center,NC,False
27870,ROANOKE RAPIDS,725 Roanoke Ave,NC,True
28668,ROARING GAP,11370 US-21 S,NC,True
28669,ROARING RIVER,7953 Elkin Hwy #268,NC,False
27325,ROBBINS,181 N Middleton St,NC,True
28771,ROBBINSVILLE,74 Sweetwater Rd,NC,False
27871,ROBERSONVILLE,113 SW Railroad St,NC,False
28379,ROCKINGHAM,119 W WASHINGTON ST,NC,True
28138,ROCKWELL,100 Broad St,NC,False
27801,ROCKY MOUNT,201 S GEORGE ST,NC,True
28457,ROCKY POINT,7974 US-117 S,NC,False
27968,RODANTHE,25969 NC-12,NC,False
27969,RODUCO,1453 U.S. Hwy 158 W,NC,False
27571,ROLESVILLE,6470 Rogers Rd,NC,True
28670,RONDA,383 3rd St,NC,False
27970,ROPER,101 W US-64,NC,False
28458,ROSE HILL,128 E Church St,NC,False
28382,ROSEBORO,201 W Pleasant St,NC,False
28772,ROSMAN,272 Main St,NC,False
27572,ROUGEMONT,12311 N Roxboro St,NC,True
28383,ROWLAND,202 N Bond St,NC,False
27573,ROXBORO,223 S MAIN ST,NC,True
27872,ROXOBEL,106 W Church St,NC,False
27326,RUFFIN,9682 US Highway 29 Business,NC,False
27045,RURAL HALL,8201 Broad St,NC,False
28671,RUTHERFORD COLLEGE,721C Malcolm Blvd,NC,False
28139,RUTHERFORDTON,130 E Court St,NC,False
28385,SALEMBURG,108 Clinton St,NC,False
28144,SALISBURY,605 E INNES ST,NC,False
28773,SALUDA,102 E Main St,NC,False
27046,SANDY RIDGE,4918 Nc 704 Hwy E,NC,False
27330,SANFORD,1200 S HORNER BLVD,NC,True
28774,SAPPHIRE,17740 Rosman Hwy,NC,False
27873,SARATOGA,6744 E Main St,NC,True
27340,SAXAPAHAW,1612 Jordan Dr,NC,True
28775,SCALY MOUNTAIN,7312 Dillard Rd,NC,False
27874,SCOTLAND NECK,1015 Main St,NC,True
28699,SCOTTS,4700 Taylorsville Hwy,NC,False
27875,SCRANTON,500 OLD US HIGHWAY 264,NC,False
27876,SEABOARD,204 S Main St,NC,True
27341,SEAGROVE,231 N Broad St,NC,True
28577,SEALEVEL,751 Hwy 70 Sea Level,NC,False
27342,SEDALIA,6151 Burlington Rd,NC,True
27576,SELMA,308 N Raiford St,NC,True
27343,SEMORA,14757 NC-119 N,NC,False
28578,SEVEN SPRINGS,301 Main St,NC,False
27877,SEVERN,410 Main St,NC,True
28459,SHALLOTTE,209 Smith Ave,NC,False
28386,SHANNON,14654 NC-71,NC,False
27878,SHARPSBURG,4241 S Hathaway Blvd,NC,True
27973,SHAWBORO,814 SHAWBORO RD,NC,False
28150,SHELBY,405 S DEKALB ST,NC,False
28673,SHERRILLS FORD,8220 Sherrills Ford Rd,NC,False
27974,SHILOH,928 N Carolina Hwy 343 S,NC,False
27344,SILER CITY,116 E RALEIGH ST,NC,True
27047,SILOAM,7051 Siloam Rd,NC,False
27879,SIMPSON,2806 Edwards Dr,NC,True
27880,SIMS,6404 Main St,NC,True
28776,SKYLAND,1950 Hendersonville Rd,NC,False
27577,SMITHFIELD,201 N 3rd St,NC,True
28579,SMYRNA,467 US HIGHWAY 70 SMYRNA,NC,False
28460,SNEADS FERRY,2001 NC-172,NC,False
27349,SNOW CAMP,130 W Greensboro Chapel Hill Rd,NC,True
28580,SNOW HILL,911 SE 2nd St,NC,True
27350,SOPHIA,5814 US-311,NC,True
27976,SOUTH MILLS,215 Main St,NC,False
28387,SOUTHERN PINES,190 SW BROAD ST,NC,True
27351,SOUTHMONT,10584 NC HIGHWAY 8 S,NC,False
28461,SOUTHPORT,206 E NASH ST,NC,False
28675,SPARTA,79 S GRAYSON ST,NC,True
27881,SPEED,100 MAIN ST,NC,True
28159,SPENCER,110 4th St,NC,False
28160,SPINDALE,124 Tanner St,NC,False
27882,SPRING HOPE,107 E Branch St,NC,True
28390,SPRING LAKE,225 N Main St,NC,False
28777,SPRUCE PINE,899 Oak Ave,NC,False
28384,ST PAULS,320 W Broad St,NC,False
27355,STALEY,229 W FRANKLINVILLE ST,NC,True
28163,STANFIELD,213 W Stanly St,NC,False
28164,STANLEY,301 Old Mt Holly Rd,NC,False
27883,STANTONSBURG,200 S MAIN ST,NC,True
27356,STAR,202 S Main St,NC,False
28676,STATE RD,950 Klondike Rd,NC,False
28677,STATESVILLE,301 S OAKLAND AVE,NC,False
28391,STEDMAN,7519 Clinton Rd,NC,False
28582,STELLA,125 Wetherington Landing Rd,NC,False
27581,STEM,104 E Tally Ho Rd,NC,True
27884,STOKES,2817 NC-903 N,NC,True
27357,STOKESDALE,8210 U.S. Hwy 158 E,NC,False
27048,STONEVILLE,106 E Main St,NC,False
28583,STONEWALL,16375 NC-55 Hwy,NC,True
28678,STONY POINT,8814 NC-90 E,NC,False
27582,STOVALL,102 Main St,NC,True
28679,SUGAR GROVE,1205 US-321 N,NC,False
27358,SUMMERFIELD,7412 Summerfield Rd,NC,False
27979,SUNBURY,990 U.S. Hwy 158 E,NC,False
28462,SUPPLY,25 Blanton Rd SE,NC,False
28778,SWANNANOA,2311 US-70,NC,False
27885,SWANQUARTER,1271 Main St,NC,False
28584,SWANSBORO,664 W Corbett Ave,NC,False
27359,SWEPSONVILLE,112 S Marshall St,NC,True
28779,SYLVA,271 Jackson Plaza,NC,True
28463,TABOR CITY,200 E 5th St,NC,False
28392,TAR HEEL,14548 NC-87 W,NC,False
27886,TARBORO,525 N MAIN ST,NC,True
28681,TAYLORSVILLE,220 1ST AVE SW,NC,False
28464,TEACHEY,103 N West Ave,NC,False
28682,TERRELL,7985 NC-150 E,NC,False
27360,THOMASVILLE,101 W MAIN ST,NC,True
28683,THURMOND,2301 Thurmond Rd,NC,True
27887,TILLERY,45 NC-481,NC,True
27583,TIMBERLAKE,545 Helena Moriah Rd,NC,True
27049,TOAST,1110 W Pine St,NC,False
27050,TOBACCOVILLE,6900 Doral Dr,NC,False
28684,TODD,4021 Todd Railroad Grade Rd,NC,False
28781,TOPTON,23979 US-19,NC,False
27584,TOWNSVILLE,12525 NC-39,NC,False
28685,TRAPHILL,9550 Traphill Rd,NC,False
28585,TRENTON,115 MARKET ST,NC,True
27370,TRINITY,7259 NC-62,NC,True
28166,TROUTMAN,189 Wagner St,NC,False
27371,TROY,601 N Main St,NC,False
28782,TRYON,95 Pacolet St,NC,False
28783,TUCKASEGEE,26 Canada Rd,NC,True
28393,TURKEY,54 Union Rd,NC,False
28688,TURNERSBURG,2223 Turnersburg Hwy,NC,False
27980,TYNER,630 Center Hill Rd,NC,False
28689,UNION GROVE,1501 UNION GROVE RD,NC,False
28167,UNION MILLS,6269 Hudlow Rd,NC,False
28690,VALDESE,300 Rodoret St S,NC,False
28168,VALE,6070 Reepsville Rd,NC,False
28586,VANCEBORO,8134 Main St,NC,True
28587,VANDEMERE,13144 NC-55 Hwy,NC,True
28394,VASS,120 Seaboard Street,NC,True
28692,VILAS,6141 US HIGHWAY 421 N,NC,False
28169,WACO,100 N Main St,NC,False
28395,WADE,6927 Wade-Stedman Rd,NC,True
28170,WADESBORO,105 E MARTIN ST,NC,False
28396,WAGRAM,24100 N MAIN ST,NC,False
27587,WAKE FOREST,224 E HOLDING AVE,NC,True
27051,WALKERTOWN,4970 US-311 N,NC,False
28466,WALLACE,202 E SOUTHERLAND ST,NC,False
27373,WALLBURG,8590 N NC-109,NC,False
27052,WALNUT COVE,217 N Main St,NC,False
27888,WALSTONBURG,108 N Wilson St,NC,True
27981,WANCHESE,3525 Mill Landing Rd,NC,False
28909,WARNE,4731 Old Hwy 64 W,NC,False
28693,WARRENSVILLE,122 NW School Rd,NC,False
27589,WARRENTON,143 N MAIN ST,NC,True
28398,WARSAW,116 W Hill St,NC,False
27889,WASHINGTON,222 W 2ND ST,NC,True
28173,WAXHAW,100 Waxhaw Pkwy,NC,False
28786,WAYNESVILLE,523 S HAYWOOD ST,NC,False
28787,WEAVERVILLE,270 N MAIN ST,NC,False
28788,WEBSTER,1345 Webster Rd,NC,True
27374,WELCOME,6325 Old U.S. Hwy 52,NC,False
27890,WELDON,401 WASHINGTON AVE,NC,True
27591,WENDELL,40 Hanor Ln,NC,True
27375,WENTWORTH,200 County Home Rd,NC,True
27376,WEST END,5161 NC HIGHWAY 211,NC,True
28694,WEST JEFFERSON,419 E 2nd St,NC,False
27053,WESTFIELD,6648 Westfield Rd,NC,False
27891,WHITAKERS,102 NW Railroad St,NC,True
28399,WHITE OAK,10384 NC-53 W,NC,False
28472,WHITEVILLE,107 S LEE ST,NC,False
27377,WHITSETT,1001 NC-61,NC,True
28789,WHITTIER,22 Main St,NC,False
28697,WILKESBORO,207 W Main St Ste 102,NC,False
28478,WILLARD,130 Willard Railroad St,NC,False
27892,WILLIAMSTON,121 E MAIN ST,NC,False
27592,WILLOW SPRING,6805 Dwight Rowland Rd,NC,True
28401,WILMINGTON,152 N FRONT ST,NC,False
27893,WILSON,501 MERCER ST SW,NC,True
27593,WILSONS MILLS,71 Fire Dept Rd,NC,True
27983,WINDSOR,130 N King St,NC,False
27985,WINFALL,317 Main St,NC,False
28174,WINGATE,212 N Main St,NC,False
28479,WINNABOW,6351 Ocean Hwy E,NC,False
27102,WINSTON SALEM,1500 N PATTERSON AVE,NC,False
28590,WINTERVILLE,467 Main St,NC,True
27986,WINTON,406 N Main St,NC,False
27594,WISE,1728 US-1,NC,True
27897,WOODLAND,106 W Main St,NC,True
27054,WOODLEAF,4220 Potneck Rd,NC,False
28480,WRIGHTSVILLE BEACH,206 Causeway Dr,NC,False
27055,YADKINVILLE,315 W Main St,NC,False
27379,YANCEYVILLE,146 Main St W,NC,True
27596,YOUNGSVILLE,112 E Persimmon St,NC,True
27597,ZEBULON,139 E Vance St,NC,True
28698,ZIONVILLE,12416 US-421 N,NC,False
28790,ZIRCONIA,5576 Greenville Hwy,NC,False
